                   frame  Start Frame
    0.002 ms  1368 cook      /lcroot/controlsystem/scene5/ctrldisplay3/rangemaxsin (CHOP:null)
    0.012 ms  2484 cook       /lcroot/controlsystem/scene5/ctrldisplay3/select4 (CHOP:select)
    0.003 ms  2485 cook        /lcroot/controlsystem/scene5/ctrldisplay3/rangemaxs__in (CHOP:in)
    0.052 ms  1368 cook   /lcroot/controlsystem/scene5/ctrldisplay3/rangedisplay/rangeminbar (COMP:container)
    0.001 ms  1367 cook    /lcroot/controlsystem/scene5/ctrldisplay3/rangedisplay/minin (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene5/ctrldisplay3/rangedisplay/min__in (CHOP:in)
    0.001 ms  1368 cook      /lcroot/controlsystem/scene5/ctrldisplay3/rangeminsin (CHOP:null)
    0.013 ms  2484 cook       /lcroot/controlsystem/scene5/ctrldisplay3/select3 (CHOP:select)
    0.002 ms  2485 cook        /lcroot/controlsystem/scene5/ctrldisplay3/rangemins__in (CHOP:in)
    0.048 ms  1368 cook   /lcroot/controlsystem/scene5/ctrldisplay2/rangedisplay/rangemaxbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene5/ctrldisplay2/rangedisplay/maxin (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene5/ctrldisplay2/rangedisplay/max__in (CHOP:in)
    0.003 ms  1368 cook      /lcroot/controlsystem/scene5/ctrldisplay2/rangemaxsin (CHOP:null)
    0.012 ms  2484 cook       /lcroot/controlsystem/scene5/ctrldisplay2/select4 (CHOP:select)
    0.002 ms  2485 cook        /lcroot/controlsystem/scene5/ctrldisplay2/rangemaxs__in (CHOP:in)
    0.052 ms  1368 cook   /lcroot/controlsystem/scene5/ctrldisplay2/rangedisplay/rangeminbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene5/ctrldisplay2/rangedisplay/minin (CHOP:null)
    0.002 ms  1366 cook     /lcroot/controlsystem/scene5/ctrldisplay2/rangedisplay/min__in (CHOP:in)
    0.001 ms  1368 cook      /lcroot/controlsystem/scene5/ctrldisplay2/rangeminsin (CHOP:null)
    0.013 ms  2484 cook       /lcroot/controlsystem/scene5/ctrldisplay2/select3 (CHOP:select)
    0.002 ms  2485 cook        /lcroot/controlsystem/scene5/ctrldisplay2/rangemins__in (CHOP:in)
    0.047 ms  1368 cook   /lcroot/controlsystem/scene5/ctrldisplay1/rangedisplay/rangemaxbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene5/ctrldisplay1/rangedisplay/maxin (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene5/ctrldisplay1/rangedisplay/max__in (CHOP:in)
    0.001 ms  1368 cook      /lcroot/controlsystem/scene5/ctrldisplay1/rangemaxsin (CHOP:null)
    0.012 ms  2484 cook       /lcroot/controlsystem/scene5/ctrldisplay1/select4 (CHOP:select)
    0.003 ms  2485 cook        /lcroot/controlsystem/scene5/ctrldisplay1/rangemaxs__in (CHOP:in)
    0.052 ms  1368 cook   /lcroot/controlsystem/scene5/ctrldisplay1/rangedisplay/rangeminbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene5/ctrldisplay1/rangedisplay/minin (CHOP:null)
    0.002 ms  1366 cook     /lcroot/controlsystem/scene5/ctrldisplay1/rangedisplay/min__in (CHOP:in)
    0.002 ms  1368 cook      /lcroot/controlsystem/scene5/ctrldisplay1/rangeminsin (CHOP:null)
    0.012 ms  2484 cook       /lcroot/controlsystem/scene5/ctrldisplay1/select3 (CHOP:select)
    0.002 ms  2485 cook        /lcroot/controlsystem/scene5/ctrldisplay1/rangemins__in (CHOP:in)
    0.057 ms  1366 cook   /lcroot/controlsystem/scene4/ctrldisplay4/ctrlvalknob (COMP:container)
    0.002 ms  1366 cook    /lcroot/controlsystem/scene4/ctrldisplay4/statein (CHOP:null)
    0.003 ms  1367 cook     /lcroot/controlsystem/scene4/ctrldisplay4/state__in (CHOP:in)
    0.001 ms  1367 cook      /lcroot/controlsystem/scene4/stateout1 (CHOP:null)
    0.002 ms  1367 cook       /lcroot/controlsystem/scene4/stateout (CHOP:null)
    0.002 ms  1366 cook        /lcroot/controlsystem/scene4/scene_core/stateout (CHOP:out)
    0.002 ms  1380 cook    /lcroot/controlsystem/scene4/ctrldisplay4/ctrlin (CHOP:null)
    0.013 ms  2496 cook     /lcroot/controlsystem/scene4/ctrldisplay4/select1 (CHOP:select)
    0.003 ms  2497 cook      /lcroot/controlsystem/scene4/ctrldisplay4/ctrl__in (CHOP:in)
    0.001 ms  2497 cook       /lcroot/controlsystem/scene4/ctrlout1 (CHOP:null)
    0.002 ms  2498 cook        /lcroot/controlsystem/scene4/ctrlout (CHOP:null)
    0.002 ms  2497 cook         /lcroot/controlsystem/scene4/scene_core/ctrlout (CHOP:out)
    0.002 ms  2496 cook          /lcroot/controlsystem/scene4/scene_core/switch1 (CHOP:switch)
    0.017 ms   171 cook           /lcroot/controlsystem/scene4/scene_core/express2 (CHOP:express)
    0.038 ms  1366 cook   /lcroot/controlsystem/scene4/ctrldisplay4/snapshotknob (COMP:container)
    0.001 ms  1372 cook    /lcroot/controlsystem/scene4/ctrldisplay4/snapshotin (CHOP:null)
    0.012 ms  2496 cook     /lcroot/controlsystem/scene4/ctrldisplay4/select5 (CHOP:select)
    0.003 ms  2497 cook      /lcroot/controlsystem/scene4/ctrldisplay4/snapshot__in (CHOP:in)
    0.002 ms  2496 cook       /lcroot/controlsystem/scene4/snapshotout1 (CHOP:null)
    0.001 ms  2497 cook        /lcroot/controlsystem/scene4/snapshotout (CHOP:null)
    0.002 ms  2496 cook         /lcroot/controlsystem/scene4/scene_core/snapshotout (CHOP:out)
    0.063 ms  1366 cook   /lcroot/controlsystem/scene4/ctrldisplay3/ctrlvalknob (COMP:container)
    0.001 ms  1366 cook    /lcroot/controlsystem/scene4/ctrldisplay3/statein (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene4/ctrldisplay3/state__in (CHOP:in)
    0.002 ms  1380 cook    /lcroot/controlsystem/scene4/ctrldisplay3/ctrlin (CHOP:null)
    0.013 ms  2496 cook     /lcroot/controlsystem/scene4/ctrldisplay3/select1 (CHOP:select)
    0.002 ms  2497 cook      /lcroot/controlsystem/scene4/ctrldisplay3/ctrl__in (CHOP:in)
    0.038 ms  1366 cook   /lcroot/controlsystem/scene4/ctrldisplay3/snapshotknob (COMP:container)
    0.002 ms  1372 cook    /lcroot/controlsystem/scene4/ctrldisplay3/snapshotin (CHOP:null)
    0.013 ms  2496 cook     /lcroot/controlsystem/scene4/ctrldisplay3/select5 (CHOP:select)
    0.002 ms  2497 cook      /lcroot/controlsystem/scene4/ctrldisplay3/snapshot__in (CHOP:in)
    0.060 ms  1366 cook   /lcroot/controlsystem/scene4/ctrldisplay2/ctrlvalknob (COMP:container)
    0.002 ms  1366 cook    /lcroot/controlsystem/scene4/ctrldisplay2/statein (CHOP:null)
    0.002 ms  1366 cook     /lcroot/controlsystem/scene4/ctrldisplay2/state__in (CHOP:in)
    0.002 ms  1380 cook    /lcroot/controlsystem/scene4/ctrldisplay2/ctrlin (CHOP:null)
    0.013 ms  2496 cook     /lcroot/controlsystem/scene4/ctrldisplay2/select1 (CHOP:select)
    0.002 ms  2497 cook      /lcroot/controlsystem/scene4/ctrldisplay2/ctrl__in (CHOP:in)
    0.037 ms  1366 cook   /lcroot/controlsystem/scene4/ctrldisplay2/snapshotknob (COMP:container)
    0.003 ms  1372 cook    /lcroot/controlsystem/scene4/ctrldisplay2/snapshotin (CHOP:null)
    0.012 ms  2496 cook     /lcroot/controlsystem/scene4/ctrldisplay2/select5 (CHOP:select)
    0.002 ms  2497 cook      /lcroot/controlsystem/scene4/ctrldisplay2/snapshot__in (CHOP:in)
    0.058 ms  1366 cook   /lcroot/controlsystem/scene4/ctrldisplay1/ctrlvalknob (COMP:container)
    0.002 ms  1366 cook    /lcroot/controlsystem/scene4/ctrldisplay1/statein (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene4/ctrldisplay1/state__in (CHOP:in)
    0.001 ms  1380 cook    /lcroot/controlsystem/scene4/ctrldisplay1/ctrlin (CHOP:null)
    0.013 ms  2496 cook     /lcroot/controlsystem/scene4/ctrldisplay1/select1 (CHOP:select)
    0.002 ms  2496 cook      /lcroot/controlsystem/scene4/ctrldisplay1/ctrl__in (CHOP:in)
    0.038 ms  1366 cook   /lcroot/controlsystem/scene4/ctrldisplay1/snapshotknob (COMP:container)
    0.001 ms  1372 cook    /lcroot/controlsystem/scene4/ctrldisplay1/snapshotin (CHOP:null)
    0.013 ms  2496 cook     /lcroot/controlsystem/scene4/ctrldisplay1/select5 (CHOP:select)
    0.002 ms  2496 cook      /lcroot/controlsystem/scene4/ctrldisplay1/snapshot__in (CHOP:in)
    0.048 ms  1368 cook   /lcroot/controlsystem/scene4/ctrldisplay3/rangedisplay/rangemaxbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene4/ctrldisplay3/rangedisplay/maxin (CHOP:null)
    0.002 ms  1366 cook     /lcroot/controlsystem/scene4/ctrldisplay3/rangedisplay/max__in (CHOP:in)
    0.003 ms  1368 cook      /lcroot/controlsystem/scene4/ctrldisplay3/rangemaxsin (CHOP:null)
    0.013 ms  2496 cook       /lcroot/controlsystem/scene4/ctrldisplay3/select4 (CHOP:select)
    0.002 ms  2497 cook        /lcroot/controlsystem/scene4/ctrldisplay3/rangemaxs__in (CHOP:in)
    0.051 ms  1368 cook   /lcroot/controlsystem/scene4/ctrldisplay3/rangedisplay/rangeminbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene4/ctrldisplay3/rangedisplay/minin (CHOP:null)
    0.002 ms  1366 cook     /lcroot/controlsystem/scene4/ctrldisplay3/rangedisplay/min__in (CHOP:in)
    0.002 ms  1368 cook      /lcroot/controlsystem/scene4/ctrldisplay3/rangeminsin (CHOP:null)
    0.012 ms  2496 cook       /lcroot/controlsystem/scene4/ctrldisplay3/select3 (CHOP:select)
    0.003 ms  2497 cook        /lcroot/controlsystem/scene4/ctrldisplay3/rangemins__in (CHOP:in)
    0.049 ms  1368 cook   /lcroot/controlsystem/scene4/ctrldisplay2/rangedisplay/rangemaxbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene4/ctrldisplay2/rangedisplay/maxin (CHOP:null)
    0.002 ms  1366 cook     /lcroot/controlsystem/scene4/ctrldisplay2/rangedisplay/max__in (CHOP:in)
    0.002 ms  1368 cook      /lcroot/controlsystem/scene4/ctrldisplay2/rangemaxsin (CHOP:null)
    0.013 ms  2496 cook       /lcroot/controlsystem/scene4/ctrldisplay2/select4 (CHOP:select)
    0.002 ms  2497 cook        /lcroot/controlsystem/scene4/ctrldisplay2/rangemaxs__in (CHOP:in)
    0.052 ms  1368 cook   /lcroot/controlsystem/scene4/ctrldisplay2/rangedisplay/rangeminbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene4/ctrldisplay2/rangedisplay/minin (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene4/ctrldisplay2/rangedisplay/min__in (CHOP:in)
    0.002 ms  1368 cook      /lcroot/controlsystem/scene4/ctrldisplay2/rangeminsin (CHOP:null)
    0.011 ms  2496 cook       /lcroot/controlsystem/scene4/ctrldisplay2/select3 (CHOP:select)
    0.003 ms  2497 cook        /lcroot/controlsystem/scene4/ctrldisplay2/rangemins__in (CHOP:in)
    0.070 ms  1366 cook   /lcroot/controlsystem/scene3/ctrldisplay4/ctrlvalknob (COMP:container)
    0.002 ms  1366 cook    /lcroot/controlsystem/scene3/ctrldisplay4/statein (CHOP:null)
    0.003 ms  1367 cook     /lcroot/controlsystem/scene3/ctrldisplay4/state__in (CHOP:in)
    0.002 ms  1367 cook      /lcroot/controlsystem/scene3/stateout1 (CHOP:null)
    0.001 ms  1367 cook       /lcroot/controlsystem/scene3/stateout (CHOP:null)
    0.001 ms  1366 cook        /lcroot/controlsystem/scene3/scene_core/stateout (CHOP:out)
    0.002 ms  2490 cook         /lcroot/controlsystem/scene3/scene_core/state (CHOP:null)
    0.006 ms  2491 cook          /lcroot/controlsystem/scene3/scene_core/merge1 (CHOP:merge)
    0.008 ms  2492 cook           /lcroot/controlsystem/scene3/scene_core/math3 (CHOP:math)
    0.008 ms  2492 cook            /lcroot/controlsystem/scene3/scene_core/math2 (CHOP:math)
    0.020 ms  2492 cook             /lcroot/controlsystem/scene3/scene_core/express1 (CHOP:express)
    0.011 ms  2492 cook             /lcroot/controlsystem/scene3/scene_core/math7 (CHOP:math)
    0.001 ms  2492 cook             /lcroot/controlsystem/scene3/scene_core/transportin (CHOP:null)
    0.002 ms  2491 cook             /lcroot/controlsystem/scene3/scene_core/transport_in (CHOP:in)
    0.003 ms  2490 cook             /lcroot/controlsystem/scene3/transportin (CHOP:null)
    0.004 ms  2490 cook             /lcroot/controlsystem/scene3/transport__in (CHOP:in)
    0.002 ms  1373 cook    /lcroot/controlsystem/scene3/ctrldisplay4/ctrlin (CHOP:null)
    0.015 ms  2490 cook     /lcroot/controlsystem/scene3/ctrldisplay4/select1 (CHOP:select)
    0.002 ms  2491 cook      /lcroot/controlsystem/scene3/ctrldisplay4/ctrl__in (CHOP:in)
    0.002 ms  2493 cook       /lcroot/controlsystem/scene3/ctrlout1 (CHOP:null)
    0.002 ms  2494 cook        /lcroot/controlsystem/scene3/ctrlout (CHOP:null)
    0.001 ms  2493 cook         /lcroot/controlsystem/scene3/scene_core/ctrlout (CHOP:out)
    0.003 ms  2492 cook          /lcroot/controlsystem/scene3/scene_core/switch1 (CHOP:switch)
    0.012 ms  2492 cook           /lcroot/controlsystem/scene3/scene_core/centersnapshot (CHOP:constant)
    0.002 ms  2488 cook            /lcroot/controlsystem/scene3/scene_core/null4 (CHOP:null)
    0.005 ms  2487 cook             /lcroot/controlsystem/scene3/scene_core/cross1 (CHOP:cross)
    0.003 ms  2493 cook             /lcroot/controlsystem/scene3/scene_core/mix (CHOP:null)
    0.003 ms  2483 cook             /lcroot/controlsystem/scene3/scene_core/switch2 (CHOP:switch)
    0.038 ms  1366 cook   /lcroot/controlsystem/scene3/ctrldisplay4/snapshotknob (COMP:container)
    0.003 ms  1371 cook    /lcroot/controlsystem/scene3/ctrldisplay4/snapshotin (CHOP:null)
    0.013 ms  2490 cook     /lcroot/controlsystem/scene3/ctrldisplay4/select5 (CHOP:select)
    0.002 ms  2491 cook      /lcroot/controlsystem/scene3/ctrldisplay4/snapshot__in (CHOP:in)
    0.002 ms  2491 cook       /lcroot/controlsystem/scene3/snapshotout1 (CHOP:null)
    0.001 ms  2492 cook        /lcroot/controlsystem/scene3/snapshotout (CHOP:null)
    0.002 ms  2492 cook         /lcroot/controlsystem/scene3/scene_core/snapshotout (CHOP:out)
    0.060 ms  1366 cook   /lcroot/controlsystem/scene3/ctrldisplay3/ctrlvalknob (COMP:container)
    0.002 ms  1366 cook    /lcroot/controlsystem/scene3/ctrldisplay3/statein (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene3/ctrldisplay3/state__in (CHOP:in)
    0.003 ms  1373 cook    /lcroot/controlsystem/scene3/ctrldisplay3/ctrlin (CHOP:null)
    0.013 ms  2490 cook     /lcroot/controlsystem/scene3/ctrldisplay3/select1 (CHOP:select)
    0.002 ms  2491 cook      /lcroot/controlsystem/scene3/ctrldisplay3/ctrl__in (CHOP:in)
    0.038 ms  1366 cook   /lcroot/controlsystem/scene3/ctrldisplay3/snapshotknob (COMP:container)
    0.002 ms  1372 cook    /lcroot/controlsystem/scene3/ctrldisplay3/snapshotin (CHOP:null)
    0.012 ms  2490 cook     /lcroot/controlsystem/scene3/ctrldisplay3/select5 (CHOP:select)
    0.003 ms  2491 cook      /lcroot/controlsystem/scene3/ctrldisplay3/snapshot__in (CHOP:in)
    0.059 ms  1366 cook   /lcroot/controlsystem/scene3/ctrldisplay2/ctrlvalknob (COMP:container)
    0.003 ms  1366 cook    /lcroot/controlsystem/scene3/ctrldisplay2/statein (CHOP:null)
    0.002 ms  1366 cook     /lcroot/controlsystem/scene3/ctrldisplay2/state__in (CHOP:in)
    0.002 ms  1373 cook    /lcroot/controlsystem/scene3/ctrldisplay2/ctrlin (CHOP:null)
    0.014 ms  2490 cook     /lcroot/controlsystem/scene3/ctrldisplay2/select1 (CHOP:select)
    0.002 ms  2491 cook      /lcroot/controlsystem/scene3/ctrldisplay2/ctrl__in (CHOP:in)
    0.037 ms  1366 cook   /lcroot/controlsystem/scene3/ctrldisplay2/snapshotknob (COMP:container)
    0.002 ms  1372 cook    /lcroot/controlsystem/scene3/ctrldisplay2/snapshotin (CHOP:null)
    0.013 ms  2490 cook     /lcroot/controlsystem/scene3/ctrldisplay2/select5 (CHOP:select)
    0.002 ms  2491 cook      /lcroot/controlsystem/scene3/ctrldisplay2/snapshot__in (CHOP:in)
    0.060 ms  1366 cook   /lcroot/controlsystem/scene3/ctrldisplay1/ctrlvalknob (COMP:container)
    0.002 ms  1366 cook    /lcroot/controlsystem/scene3/ctrldisplay1/statein (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene3/ctrldisplay1/state__in (CHOP:in)
    0.002 ms  1373 cook    /lcroot/controlsystem/scene3/ctrldisplay1/ctrlin (CHOP:null)
    0.013 ms  2490 cook     /lcroot/controlsystem/scene3/ctrldisplay1/select1 (CHOP:select)
    0.002 ms  2491 cook      /lcroot/controlsystem/scene3/ctrldisplay1/ctrl__in (CHOP:in)
    0.037 ms  1366 cook   /lcroot/controlsystem/scene3/ctrldisplay1/snapshotknob (COMP:container)
    0.002 ms  1372 cook    /lcroot/controlsystem/scene3/ctrldisplay1/snapshotin (CHOP:null)
    0.013 ms  2490 cook     /lcroot/controlsystem/scene3/ctrldisplay1/select5 (CHOP:select)
    0.003 ms  2491 cook      /lcroot/controlsystem/scene3/ctrldisplay1/snapshot__in (CHOP:in)
    0.051 ms  1368 cook   /lcroot/controlsystem/scene3/ctrldisplay4/rangedisplay/rangemaxbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene3/ctrldisplay4/rangedisplay/maxin (CHOP:null)
    0.002 ms  1366 cook     /lcroot/controlsystem/scene3/ctrldisplay4/rangedisplay/max__in (CHOP:in)
    0.002 ms  1443 cook      /lcroot/controlsystem/scene3/ctrldisplay4/rangemaxsin (CHOP:null)
    0.013 ms  2490 cook       /lcroot/controlsystem/scene3/ctrldisplay4/select4 (CHOP:select)
    0.002 ms  2491 cook        /lcroot/controlsystem/scene3/ctrldisplay4/rangemaxs__in (CHOP:in)
    0.001 ms  2491 cook         /lcroot/controlsystem/scene3/rangemaxout1 (CHOP:null)
    0.003 ms  2492 cook          /lcroot/controlsystem/scene3/rangemaxout (CHOP:null)
    0.001 ms  2492 cook           /lcroot/controlsystem/scene3/scene_core/rangemaxout (CHOP:out)
    0.003 ms  2492 cook            /lcroot/controlsystem/scene3/scene_core/rangemaxs (CHOP:null)
    0.003 ms  2492 cook             /lcroot/controlsystem/scene3/scene_core/limit4 (CHOP:limit)
    0.008 ms  2492 cook             /lcroot/controlsystem/scene3/scene_core/math6 (CHOP:math)
    0.001 ms  2484 cook             /lcroot/controlsystem/scene3/scene_core/offset (CHOP:null)
    0.005 ms  2483 cook             /lcroot/controlsystem/scene3/scene_core/limit2 (CHOP:limit)
    0.011 ms  2482 cook             /lcroot/controlsystem/scene3/scene_core/math4 (CHOP:math)
    0.053 ms  1368 cook   /lcroot/controlsystem/scene3/ctrldisplay4/rangedisplay/rangeminbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene3/ctrldisplay4/rangedisplay/minin (CHOP:null)
    0.002 ms  1366 cook     /lcroot/controlsystem/scene3/ctrldisplay4/rangedisplay/min__in (CHOP:in)
    0.002 ms  1440 cook      /lcroot/controlsystem/scene3/ctrldisplay4/rangeminsin (CHOP:null)
    0.013 ms  2490 cook       /lcroot/controlsystem/scene3/ctrldisplay4/select3 (CHOP:select)
    0.002 ms  2491 cook        /lcroot/controlsystem/scene3/ctrldisplay4/rangemins__in (CHOP:in)
    0.001 ms  2491 cook         /lcroot/controlsystem/scene3/rangeminout1 (CHOP:null)
    0.002 ms  2492 cook          /lcroot/controlsystem/scene3/rangeminout (CHOP:null)
    0.002 ms  2492 cook           /lcroot/controlsystem/scene3/scene_core/rangeminout (CHOP:out)
    0.001 ms  2492 cook            /lcroot/controlsystem/scene3/scene_core/rangemins (CHOP:null)
    0.004 ms  2491 cook             /lcroot/controlsystem/scene3/scene_core/limit3 (CHOP:limit)
    0.009 ms  2490 cook             /lcroot/controlsystem/scene3/scene_core/math5 (CHOP:math)
    0.048 ms  1368 cook   /lcroot/controlsystem/scene3/ctrldisplay3/rangedisplay/rangemaxbar (COMP:container)
    0.003 ms  1367 cook    /lcroot/controlsystem/scene3/ctrldisplay3/rangedisplay/maxin (CHOP:null)
    0.002 ms  1366 cook     /lcroot/controlsystem/scene3/ctrldisplay3/rangedisplay/max__in (CHOP:in)
    0.002 ms  1440 cook      /lcroot/controlsystem/scene3/ctrldisplay3/rangemaxsin (CHOP:null)
    0.013 ms  2490 cook       /lcroot/controlsystem/scene3/ctrldisplay3/select4 (CHOP:select)
    0.002 ms  2491 cook        /lcroot/controlsystem/scene3/ctrldisplay3/rangemaxs__in (CHOP:in)
    0.051 ms  1368 cook   /lcroot/controlsystem/scene3/ctrldisplay3/rangedisplay/rangeminbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene3/ctrldisplay3/rangedisplay/minin (CHOP:null)
    0.002 ms  1366 cook     /lcroot/controlsystem/scene3/ctrldisplay3/rangedisplay/min__in (CHOP:in)
    0.002 ms  1443 cook      /lcroot/controlsystem/scene3/ctrldisplay3/rangeminsin (CHOP:null)
    0.012 ms  2490 cook       /lcroot/controlsystem/scene3/ctrldisplay3/select3 (CHOP:select)
    0.002 ms  2491 cook        /lcroot/controlsystem/scene3/ctrldisplay3/rangemins__in (CHOP:in)
    0.048 ms  1368 cook   /lcroot/controlsystem/scene3/ctrldisplay2/rangedisplay/rangemaxbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene3/ctrldisplay2/rangedisplay/maxin (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene3/ctrldisplay2/rangedisplay/max__in (CHOP:in)
    0.003 ms  1441 cook      /lcroot/controlsystem/scene3/ctrldisplay2/rangemaxsin (CHOP:null)
    0.011 ms  2490 cook       /lcroot/controlsystem/scene3/ctrldisplay2/select4 (CHOP:select)
    0.003 ms  2491 cook        /lcroot/controlsystem/scene3/ctrldisplay2/rangemaxs__in (CHOP:in)
    0.050 ms  1368 cook   /lcroot/controlsystem/scene3/ctrldisplay2/rangedisplay/rangeminbar (COMP:container)
    0.003 ms  1367 cook    /lcroot/controlsystem/scene3/ctrldisplay2/rangedisplay/minin (CHOP:null)
    0.002 ms  1366 cook     /lcroot/controlsystem/scene3/ctrldisplay2/rangedisplay/min__in (CHOP:in)
    0.002 ms  1440 cook      /lcroot/controlsystem/scene3/ctrldisplay2/rangeminsin (CHOP:null)
    0.012 ms  2490 cook       /lcroot/controlsystem/scene3/ctrldisplay2/select3 (CHOP:select)
    0.002 ms  2491 cook        /lcroot/controlsystem/scene3/ctrldisplay2/rangemins__in (CHOP:in)
    0.048 ms  1368 cook   /lcroot/controlsystem/scene3/ctrldisplay1/rangedisplay/rangemaxbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene3/ctrldisplay1/rangedisplay/maxin (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene3/ctrldisplay1/rangedisplay/max__in (CHOP:in)
    0.003 ms  1440 cook      /lcroot/controlsystem/scene3/ctrldisplay1/rangemaxsin (CHOP:null)
    0.012 ms  2490 cook       /lcroot/controlsystem/scene3/ctrldisplay1/select4 (CHOP:select)
    0.003 ms  2491 cook        /lcroot/controlsystem/scene3/ctrldisplay1/rangemaxs__in (CHOP:in)
    0.052 ms  1368 cook   /lcroot/controlsystem/scene3/ctrldisplay1/rangedisplay/rangeminbar (COMP:container)
    0.001 ms  1367 cook    /lcroot/controlsystem/scene3/ctrldisplay1/rangedisplay/minin (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene3/ctrldisplay1/rangedisplay/min__in (CHOP:in)
    0.002 ms  1443 cook      /lcroot/controlsystem/scene3/ctrldisplay1/rangeminsin (CHOP:null)
    0.012 ms  2490 cook       /lcroot/controlsystem/scene3/ctrldisplay1/select3 (CHOP:select)
    0.002 ms  2491 cook        /lcroot/controlsystem/scene3/ctrldisplay1/rangemins__in (CHOP:in)
    0.070 ms  1366 cook   /lcroot/controlsystem/scene2/ctrldisplay4/ctrlvalknob (COMP:container)
    0.002 ms  1366 cook    /lcroot/controlsystem/scene2/ctrldisplay4/statein (CHOP:null)
    0.003 ms  1367 cook     /lcroot/controlsystem/scene2/ctrldisplay4/state__in (CHOP:in)
    0.002 ms  1367 cook      /lcroot/controlsystem/scene2/stateout1 (CHOP:null)
    0.001 ms  1367 cook       /lcroot/controlsystem/scene2/stateout (CHOP:null)
    0.002 ms  1366 cook        /lcroot/controlsystem/scene2/scene_core/stateout (CHOP:out)
    0.001 ms  2490 cook         /lcroot/controlsystem/scene2/scene_core/state (CHOP:null)
    0.007 ms  2491 cook          /lcroot/controlsystem/scene2/scene_core/merge1 (CHOP:merge)
    0.007 ms  2492 cook           /lcroot/controlsystem/scene2/scene_core/math3 (CHOP:math)
    0.008 ms  2492 cook            /lcroot/controlsystem/scene2/scene_core/math2 (CHOP:math)
    0.019 ms  2492 cook             /lcroot/controlsystem/scene2/scene_core/express1 (CHOP:express)
    0.010 ms  2492 cook             /lcroot/controlsystem/scene2/scene_core/math7 (CHOP:math)
    0.002 ms  2492 cook             /lcroot/controlsystem/scene2/scene_core/transportin (CHOP:null)
    0.002 ms  2492 cook             /lcroot/controlsystem/scene2/scene_core/transport_in (CHOP:in)
    0.001 ms  2491 cook             /lcroot/controlsystem/scene2/transportin (CHOP:null)
    0.003 ms  2491 cook             /lcroot/controlsystem/scene2/transport__in (CHOP:in)
    0.003 ms  2918 cook    /lcroot/controlsystem/scene2/ctrldisplay4/ctrlin (CHOP:null)
    0.013 ms  2923 cook     /lcroot/controlsystem/scene2/ctrldisplay4/select1 (CHOP:select)
    0.003 ms  2924 cook      /lcroot/controlsystem/scene2/ctrldisplay4/ctrl__in (CHOP:in)
    0.001 ms  2926 cook       /lcroot/controlsystem/scene2/ctrlout1 (CHOP:null)
    0.002 ms  2927 cook        /lcroot/controlsystem/scene2/ctrlout (CHOP:null)
    0.001 ms  2927 cook         /lcroot/controlsystem/scene2/scene_core/ctrlout (CHOP:out)
    0.004 ms  2926 cook          /lcroot/controlsystem/scene2/scene_core/switch1 (CHOP:switch)
    0.012 ms  2924 cook           /lcroot/controlsystem/scene2/scene_core/centersnapshot (CHOP:constant)
    0.002 ms  2922 cook            /lcroot/controlsystem/scene2/scene_core/null4 (CHOP:null)
    0.005 ms  2922 cook             /lcroot/controlsystem/scene2/scene_core/cross1 (CHOP:cross)
    0.003 ms  4474 cook             /lcroot/controlsystem/scene2/scene_core/mix (CHOP:null)
    0.003 ms  2483 cook             /lcroot/controlsystem/scene2/scene_core/switch2 (CHOP:switch)
    0.038 ms  1366 cook   /lcroot/controlsystem/scene2/ctrldisplay4/snapshotknob (COMP:container)
    0.003 ms  1369 cook    /lcroot/controlsystem/scene2/ctrldisplay4/snapshotin (CHOP:null)
    0.012 ms  2923 cook     /lcroot/controlsystem/scene2/ctrldisplay4/select5 (CHOP:select)
